date,note,texte,source,Catégorie,Catégorie_secondaire,Gravité
2025-08-20 08:57:04+00:00,1,"🔥 A FUIR. 🔥 AVIS CLIENT – À TOUS CEUX QUI RÉSERVENT VIA ABRITEL / VRBO

Je publie cet avis pour éviter que d’autres vivent ce que j’ai subi avec Abritel, une plateforme qui se dédouane de ses responsabilités au détriment de ses clients.

👉 J’ai réservé deux logements successifs via Abritel. Résultat ?
	1.	Le premier propriétaire m’annonce qu’il ne travaille plus avec la plateforme. Abritel annule. Je perds du temps, je m’organise autrement.
	2.	Abritel me propose une liste alternative. Je réserve un second logement… et là, même scénario : le propriétaire n’a plus aucun lien avec Abritel. Deux réservations invalides d’affilée.

🎯 Résultat concret :
	•	Vacances ruinées
	•	Billets d’avion déplacés (frais à ma charge)
	•	Congés posés pour rien
	•	Aucune solution fiable fournie
	•	Une compensation proposée de 200 €, alors que j’ai perdu plus de 1 000 € au total

💡 Et leur réponse ?
« Ce n’est pas une arnaque, juste une négligence des propriétaires, donc on n’est pas responsables. »
→ C’est donc ça, la politique Abritel : vous payer pour des logements qui n’existent plus, et on vous dit ensuite que ce n’est pas leur faute.

⚖️ Leur propre garantie “Réservez en toute confiance” ? Une coquille vide.
🎭 Leur promesse de service ? Du vent.

Ils se réfugient derrière leurs CGV pour éviter toute réparation sérieuse, alors qu’ils continuent à afficher des logements non contractuels, non validés, et non contrôlés. Et quand vous exigez réparation ? Ils vous jettent 200 € comme une aumône.

❗️ À ceux qui envisagent de réserver via Abritel :

Posez-vous les bonnes questions :
	•	Que vaut une plateforme qui propose des biens non disponibles ?
	•	Qui rejette toute responsabilité même lorsqu’elle est fautive ?
	•	Qui vous laisse seul en cas de problème, et refuse de reconnaître la réalité des préjudices qu’elle provoque ?

➡️ Abritel ne mérite plus votre confiance.
➡️ Mon conseil : fuyez, et privilégiez les plateformes transparentes, avec un vrai service client, et une vraie éthique commerciale",Trustpilot,Localisation / Langue,Annulation / Réservation,Haute
2025-08-20 06:12:21+00:00,1,"Propriétaire irrespectueux. très déçu du propriétaire chez qui nous avons réservé une location qui m’a annulé par mail cette dernière à trois jours d’arriver sur place. La raison et la réception de sa famille qui n’a pas vu depuis deux ans. Désolé mais quand on se met sur un site et que l’on loue son appartement et qu’on est signé, on doit s’y tenir. Du coup je me suis retrouvé sans rien et monsieur me dit vous n’avez qu’à chercher ailleurs ! Je trouve ce propriétaire abjecte",App Store,Annulation / Réservation,Service Client,Haute
2025-08-19 15:13:01+00:00,1,"🔴 Expérience catastrophique – à éviter absolument.. Je voulais réserver du 13 au 17 août 2025, je l’ai bien précisé à l’hôte, mais il m’a fait réserver ces dates… pour 2026, sans me prévenir clairement.
Je ne me suis rendu compte de l’erreur qu’à l’approche de mon voyage, et à ce moment-là, il était trop tard :
→ 270 € perdus,
→ aucune solution proposée,
→ aucun remboursement,
→ et un hôte qui rejette toute responsabilité.

J’ai failli me retrouver sans logement pendant plusieurs jours, j’ai dû me débrouiller dans l’urgence, avec du stress et des frais en plus.

⚠️ Franchement, je déconseille fortement.
Hôte malhonnête, flou dans sa communication, zéro sens du service. Ne prenez pas le risque",App Store,Financier,Bug Technique,Haute
2025-08-18 19:46:56+00:00,1,Nous avons loué une maison avec ma…. Nous avons loué une maison avec ma famille . Nous avons étais déçu par le manque de sécurité l hygiène les photos ne correspondait a la maison store baignoire inexistant piscine non sécurisé avec des enfants maison vétuste salle de bain sans verrou et abritel ne nous a trouvé aucune solution le dossier et toujours en cours de traitement et nous avons passer 1 semaine de vacances dans cette maison sans solution. Les vacances sont fini et toujours rien,Trustpilot,Qualité du bien,,Haute
2025-08-18 18:05:23+00:00,1,"Abritel complice des propriétaires malhonnêtes. En juillet 2025, nous avons loué le rez-de-chaussée de la Villa Le Marisou, 17 Corniche du Parin, à Rayol-Canadel-sur-Mer (Var, 83820, France). Réservation Abritel n° HA-6SHR60. Résultat : une énorme tromperie. Les propriétaires se sont montrés sans scrupules et la location n’avait strictement rien à voir avec la description : logement insalubre, dangereux et sans une partie des équipements annoncés.
Sur place, nous avons trouvé des fils électriques dénudés, un four qui faisait sauter l’électricité, des WC bouchés plusieurs fois par jour, un frigo rouillé et hors d’usage… Bref, un désastre complet qui rendait le séjour invivable.
Nous avons aussitôt laissé un avis négatif. Mais Abritel refuse de le publier, alors qu’ils laissent les propriétaires nous noter librement. Voilà comment la plateforme fonctionne : une vitrine faussement rassurante, qui protège les propriétaires malhonnêtes et réduit les locataires au silence.
Nous avons contacté Abritel à plusieurs reprises par chat et par mails : aucune réponse claire, seulement du silence ou des réponses qui font semblant de ne rien comprendre. Même notre réclamation, photos à l’appui, n’a pas été prise en compte. Abritel ne daigne même pas donner l’illusion de s’intéresser à ses clients.
Nous avons été trompés par les propriétaires, mais aussi par Abritel, qui se rend complice en validant des annonces mensongères et en bloquant les vrais avis négatifs. Résultat : les voyageurs sont bernés et mis en danger dans des logements qui n’auraient jamais dû être proposés à la location.
Nous ne ferons plus jamais confiance à cette plateforme malhonnête. Abritel, c’est zéro fiabilité, zéro transparence. Les avis négatifs sont censurés, les problèmes étouffés. Cette plateforme est une honte, à fuir absolument",Trustpilot,Service Client,Qualité du bien,Haute
2025-08-18 17:25:45+00:00,4,Très bien,Google Play,Autre,,Basse
2025-08-18 15:47:02+00:00,1,"Logement réservé mais plus dispo à la location. Logement réservé au mois de mai pour le mois d'aout, mais le jour de l'arrivée nous apprenons par le propriétaire que le logement n'était plus à louer de puis l'année précédente. L'annonce n'avait pas été retirée et la validation de la réservation avait pourtant été envoyé. Après avoir galéré pour trouver le ne de tel du sav Abritel, j'ai obtenu un remboursement intégral et la promesse d'être relogé dans la journée 
 Mais aucun logement n'était plus disponible dans la région. Ma famille et moi nous sommes finalement retrouvés à devoir dormir dans la voiture sur aire d'autoroute. Séjour fichu et retour à la maison",Trustpilot,Financier,Service Client,Haute
2025-08-18 15:39:56+00:00,1,"Belle location mais intermédiaire catastrophique. Tant l'interface eu le déroulement de la réservation ou les documents contractuels sont catastrophiques.
Heureusement la location en tant que telle a été parfaite.
Mais cet intermédiaire est à bannir.
On ne comprend pas les moyens de paiement.
Une fois le séjour passé, impossible d'obtenir une facture.
Même en les contactant c'est impossible. C'est une entreprise étrangère et ils ne facilitent rien",Trustpilot,Financier,UX / Ergonomie,Haute
2025-08-18 12:07:06+00:00,1,"FUYEZ Viiiiite très vite ce sont des…. FUYEZ Viiiiite très vite ce sont des voleurs !!!!!

📢 Avis aux voyageurs

Je souhaite partager mon expérience avec Abritel.
Je fais actuellement face à un litige concernant une caution de 210 € qui m’a été prélevée sur la base de propos mensongers de la conciergerie locale, et ce malgré les preuves (photos à l’appui) que j’ai transmises.

Depuis plusieurs semaines, j’attends qu’un responsable me rappelle comme promis. Non seulement je n’ai aucun retour, mais désormais, le service client va jusqu’à me raccrocher au nez lorsque je demande des explications.

Je trouve cela scandaleux, irrespectueux et indigne d’une plateforme de cette envergure.
En tant que cliente, je demande un vrai suivi, une réponse claire et un remboursement de cette somme prélevée injustement.

👉 Abritel, il est temps de prendre vos responsabilités et de traiter vos clients avec le sérieux qu’ils méritent",Trustpilot,Financier,Service Client,Haute
2025-08-18 11:01:51+00:00,1,"Abritel un fois. Abritel un fois. Abritel plus jamais.
Difficile de les joindre par téléphone.
lorsque vous pouvez les joindre, ont vous parle Allemand. une langue que je ne parle pas. Une réservation faite plus d'un moi avant le départ. trois jour avant notre départ nous devions recevoir le complément d'information. le jours du départ toujours rien en vue. Nous arrivons a joindre une personne par téléphone qui nous donne un autre numéro afin de joindre je ne sais qui. Cette personne ne parlant pas français et moi encore moins l'Allemand, donc Impossible se faire comprendre. Mais pour nous envoyer des pub en Français ils savent le faire. Conclusion des vacance qui n'on pas même commencé.  Abritel une fois. Abritel plus jamais",Trustpilot,Localisation / Langue,Service Client,Haute
2025-08-17 21:56:09+00:00,1,"SITE ABRITEL MEFIANCE !. J'ai eu 2 expériences malheureuses avec le site Abritel, la 1ère le 20  juillet dernier, à 6  jours du début  de ma location dans le Sud Est, en pleine saison estivale, et alors que j'avais   réservé en février dernier sur le site  et payé la totalité de ma location début juillet, j'ai reçu un mail du site me disant que ma réservation était annulée et que j'allais être remboursée, en effet le site  a conseillé à la propriétaire  qui les a contactés d'annuler ma réservation car j avais prévenu que nous serions 4 la 2ème semaine dans l'appartement  soit 1 personne en plus que  la 1ère semaine or  le logement disposait de 4 couchages, mais la propriétaire ne veut pas de 4 adultes ! je me suis donc retrouvée sans hébergement à 6 jours de mes vacances grâce à Abritel.  En  août je fais une autre réservation sur Abritel pour un appartement en Espagne la veille de mon départ et je reçois de suite un mail du site disant que ma réservation est confirmée, nous partons donc le lendemain et une fois sur place n'ayant pas reçu d'informations concernant la prise du logement,  nous les contactons et ils nous disent que le propriétaire n'a finalement pas répondu et que nous ne disposons donc pas de l'appartement ! alors que le site a confirmé la réservation  la veille ! nous  nous sommes donc retrouvés sur place en pleine saison touristique sans hébergement, il nous a fallu trouvé   en catastrophe un hôtel  que nous avons payé cher ! le site aurait du nous préciser que notre réservation  était en attente de confirmation du propriétaire au lieu d'écrire qu'elle était confirmée ! ! Ne faites donc pas confiance à Abritel qui peut vous mettre dans une situation très inconfortable par manque de fiabilité et de clarté",Trustpilot,Annulation / Réservation,Financier,Haute
2025-08-16 21:36:15+00:00,3,dommage nous n'arrivons pas à avoir les avis des hôtes,Google Play,Qualité du bien,,Basse
2025-08-16 14:53:51+00:00,1,appli non compatible avec des Android pas si vieux,Google Play,Bug Technique,,Haute
2025-08-16 14:37:49+00:00,1,"je ne recommande pas du tout cette application pour réserver votre séjour. site NUL pas sérieux. Pas sérieux. 4 annulation a chaque fois faut attendre 24h , 5ieme accepter et 1h avant sur la route pour notre séjour on nous envoie un mail pour nous dire que c'est annulé. la rage , surtout que notre enfant était hyyper ravis de partir profiter. il nous ont même pas aider a trouver autre chose pour pas nous laisser en plan ni même un dédommagement rien on vous rembourse et basta",Google Play,Annulation / Réservation,Financier,Haute
